######################################################################
#
# LoggerIdentifier    : 1858035C
# Comment             : 
# PC Time             : 15 September 2021 , 12:40:58
# Logger Time         : 15 September 2021 , 12:40:58
# StartBatteryVoltage :      2970 mV
# EndBatteryVoltage   :      2902 mV
# TotalSampleCount    :    456793
# ResistanceOffset    :     11905.14456
# ResistanceScale     :     90939.70156
# TemperatureOffset   :         0.0009057505
# TemperatureLinear   :         0.0002256978
# TemperatureCubic    :         0.0000001097
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2021 09 15 11 45 16    55987    97724.014       -0.325
2021 09 15 11 45 17    55994    97744.920       -0.329
2021 09 15 11 45 18    56000    97762.843       -0.333
2021 09 15 11 45 19    56007    97783.757       -0.337
2021 09 15 11 45 20    56013    97801.687       -0.341
2021 09 15 11 45 21    56021    97825.599       -0.346
2021 09 15 11 45 22    56027    97843.537       -0.349
2021 09 15 11 45 23    56032    97858.488       -0.352
2021 09 15 11 45 24    56038    97876.433       -0.356
2021 09 15 11 45 25    56044    97894.380       -0.360
2021 09 15 11 45 26    56050    97912.332       -0.363
2021 09 15 11 45 27    56057    97933.279       -0.368
2021 09 15 11 45 28    56063    97951.238       -0.371
2021 09 15 11 45 29    56070    97972.194       -0.376
2021 09 15 11 45 30    56074    97984.170       -0.378
2021 09 15 11 45 31    56081    98005.134       -0.382
2021 09 15 11 45 32    56086    98020.110       -0.385
2021 09 15 11 45 33    56091    98035.089       -0.388
2021 09 15 11 45 34    56095    98047.074       -0.391
2021 09 15 11 45 35    56099    98059.061       -0.393
2021 09 15 11 45 36    56104    98074.046       -0.396
2021 09 15 11 45 37    56109    98089.034       -0.399
2021 09 15 11 45 38    56116    98110.020       -0.404
2021 09 15 11 45 39    56123    98131.011       -0.408
2021 09 15 11 45 40    56128    98146.008       -0.411
2021 09 15 11 45 41    56133    98161.007       -0.414
2021 09 15 11 45 42    56137    98173.008       -0.417
2021 09 15 11 45 43    56141    98185.010       -0.419
2021 09 15 11 45 44    56145    98197.014       -0.421
2021 09 15 11 45 45    56150    98212.021       -0.425
2021 09 15 11 45 46    56153    98221.027       -0.426
2021 09 15 11 45 47    56155    98227.031       -0.428
2021 09 15 11 45 48    56160    98242.043       -0.431
2021 09 15 11 45 49    56163    98251.051       -0.432
2021 09 15 11 45 50    56167    98263.063       -0.435
2021 09 15 11 45 51    56171    98275.077       -0.437
2021 09 15 11 45 52    56175    98287.092       -0.440
2021 09 15 11 45 53    56179    98299.109       -0.442
2021 09 15 11 45 54    56182    98308.123       -0.444
2021 09 15 11 45 55    56187    98323.148       -0.447
2021 09 15 11 45 56    56190    98332.164       -0.449
2021 09 15 11 45 57    56192    98338.175       -0.450
2021 09 15 11 45 58    56195    98347.192       -0.452
2021 09 15 11 45 59    56198    98356.210       -0.454
2021 09 15 11 46 00    56203    98371.243       -0.457
2021 09 15 11 46 01    56206    98380.263       -0.459
2021 09 15 11 46 02    56209    98389.285       -0.461
2021 09 15 11 46 03    56211    98395.300       -0.462
2021 09 15 11 46 04    56214    98404.322       -0.464
2021 09 15 11 46 05    56216    98410.338       -0.465
2021 09 15 11 46 06    56218    98416.354       -0.466
2021 09 15 11 46 07    56220    98422.371       -0.467
2021 09 15 11 46 08    56221    98425.379       -0.468
2021 09 15 11 46 09    56223    98431.396       -0.469
2021 09 15 11 46 10    56225    98437.414       -0.470
2021 09 15 11 46 11    56227    98443.431       -0.472
2021 09 15 11 46 12    56228    98446.440       -0.472
2021 09 15 11 46 13    56229    98449.450       -0.473
2021 09 15 11 46 14    56229    98449.450       -0.473
2021 09 15 11 46 15    56231    98455.468       -0.474
2021 09 15 11 46 16    56230    98452.459       -0.473
2021 09 15 11 46 17    56230    98452.459       -0.473
2021 09 15 11 46 18    56227    98443.431       -0.472
2021 09 15 11 46 19    56223    98431.396       -0.469
2021 09 15 11 46 20    56221    98425.379       -0.468
2021 09 15 11 46 21    56217    98413.346       -0.466
2021 09 15 11 46 22    56213    98401.315       -0.463
2021 09 15 11 46 23    56209    98389.285       -0.461
2021 09 15 11 46 24    56203    98371.243       -0.457
2021 09 15 11 46 25    56196    98350.198       -0.453
2021 09 15 11 46 26    56189    98329.158       -0.448
2021 09 15 11 46 27    56181    98305.118       -0.444
2021 09 15 11 46 28    56172    98278.081       -0.438
2021 09 15 11 46 29    56165    98257.057       -0.434
2021 09 15 11 46 30    56159    98239.040       -0.430
2021 09 15 11 46 31    56154    98224.029       -0.427
2021 09 15 11 46 32    56148    98206.018       -0.423
2021 09 15 11 46 33    56143    98191.012       -0.420
2021 09 15 11 46 34    56137    98173.008       -0.417
2021 09 15 11 46 35    56128    98146.008       -0.411
2021 09 15 11 46 36    56119    98119.016       -0.406
2021 09 15 11 46 37    56114    98104.023       -0.403
2021 09 15 11 46 38    56108    98086.036       -0.399
2021 09 15 11 46 39    56103    98071.049       -0.396
2021 09 15 11 46 40    56098    98056.064       -0.393
2021 09 15 11 46 41    56093    98041.082       -0.390
2021 09 15 11 46 42    56089    98029.098       -0.387
2021 09 15 11 46 43    56085    98017.115       -0.385
2021 09 15 11 46 44    56083    98011.124       -0.384
2021 09 15 11 46 45    56081    98005.134       -0.382
2021 09 15 11 46 46    56080    98002.139       -0.382
2021 09 15 11 46 47    56078    97996.149       -0.380
2021 09 15 11 46 48    56075    97987.165       -0.379
2021 09 15 11 46 49    56075    97987.165       -0.379
2021 09 15 11 46 50    56074    97984.170       -0.378
2021 09 15 11 46 51    56073    97981.176       -0.377
2021 09 15 11 46 52    56071    97975.188       -0.376
2021 09 15 11 46 53    56069    97969.200       -0.375
2021 09 15 11 46 54    56068    97966.206       -0.374
2021 09 15 11 46 55    56066    97960.218       -0.373
2021 09 15 11 46 56    56065    97957.224       -0.373
2021 09 15 11 46 57    56063    97951.238       -0.371
2021 09 15 11 46 58    56061    97945.251       -0.370
2021 09 15 11 46 59    56059    97939.265       -0.369
2021 09 15 11 47 00    56059    97939.265       -0.369
2021 09 15 11 47 01    56060    97942.258       -0.369
2021 09 15 11 47 02    56060    97942.258       -0.369
2021 09 15 11 47 03    56060    97942.258       -0.369
2021 09 15 11 47 04    56060    97942.258       -0.369
2021 09 15 11 47 05    56058    97936.272       -0.368
2021 09 15 11 47 06    56059    97939.265       -0.369
2021 09 15 11 47 07    56060    97942.258       -0.369
2021 09 15 11 47 08    56062    97948.244       -0.371
2021 09 15 11 47 09    56061    97945.251       -0.370
2021 09 15 11 47 10    56059    97939.265       -0.369
2021 09 15 11 47 11    56060    97942.258       -0.369
2021 09 15 11 47 12    56060    97942.258       -0.369
2021 09 15 11 47 13    56060    97942.258       -0.369
2021 09 15 11 47 14    56059    97939.265       -0.369
2021 09 15 11 47 15    56057    97933.279       -0.368
2021 09 15 11 47 16    56057    97933.279       -0.368
2021 09 15 11 47 17    56058    97936.272       -0.368
2021 09 15 11 47 18    56058    97936.272       -0.368
2021 09 15 11 47 19    56058    97936.272       -0.368
2021 09 15 11 47 20    56057    97933.279       -0.368
2021 09 15 11 47 21    56058    97936.272       -0.368
2021 09 15 11 47 22    56059    97939.265       -0.369
2021 09 15 11 47 23    56063    97951.238       -0.371
2021 09 15 11 47 24    56064    97954.231       -0.372
2021 09 15 11 47 25    56065    97957.224       -0.373
2021 09 15 11 47 26    56066    97960.218       -0.373
2021 09 15 11 47 27    56066    97960.218       -0.373
2021 09 15 11 47 28    56067    97963.212       -0.374
2021 09 15 11 47 29    56067    97963.212       -0.374
2021 09 15 11 47 30    56067    97963.212       -0.374
2021 09 15 11 47 31    56067    97963.212       -0.374
2021 09 15 11 47 32    56066    97960.218       -0.373
2021 09 15 11 47 33    56066    97960.218       -0.373
2021 09 15 11 47 34    56067    97963.212       -0.374
2021 09 15 11 47 35    56068    97966.206       -0.374
2021 09 15 11 47 36    56070    97972.194       -0.376
2021 09 15 11 47 37    56073    97981.176       -0.377
2021 09 15 11 47 38    56074    97984.170       -0.378
2021 09 15 11 47 39    56074    97984.170       -0.378
2021 09 15 11 47 40    56074    97984.170       -0.378
2021 09 15 11 47 41    56073    97981.176       -0.377
2021 09 15 11 47 42    56072    97978.182       -0.377
2021 09 15 11 47 43    56073    97981.176       -0.377
2021 09 15 11 47 44    56072    97978.182       -0.377
2021 09 15 11 47 45    56071    97975.188       -0.376
2021 09 15 11 47 46    56070    97972.194       -0.376
2021 09 15 11 47 47    56069    97969.200       -0.375
2021 09 15 11 47 48    56069    97969.200       -0.375
2021 09 15 11 47 49    56068    97966.206       -0.374
2021 09 15 11 47 50    56068    97966.206       -0.374
2021 09 15 11 47 51    56068    97966.206       -0.374
2021 09 15 11 47 52    56068    97966.206       -0.374
2021 09 15 11 47 53    56068    97966.206       -0.374
2021 09 15 11 47 54    56069    97969.200       -0.375
2021 09 15 11 47 55    56070    97972.194       -0.376
2021 09 15 11 47 56    56070    97972.194       -0.376
2021 09 15 11 47 57    56071    97975.188       -0.376
2021 09 15 11 47 58    56072    97978.182       -0.377
2021 09 15 11 47 59    56070    97972.194       -0.376
2021 09 15 11 48 00    56070    97972.194       -0.376
2021 09 15 11 48 01    56070    97972.194       -0.376
2021 09 15 11 48 02    56070    97972.194       -0.376
2021 09 15 11 48 03    56071    97975.188       -0.376
2021 09 15 11 48 04    56072    97978.182       -0.377
2021 09 15 11 48 05    56074    97984.170       -0.378
2021 09 15 11 48 06    56075    97987.165       -0.379
2021 09 15 11 48 07    56077    97993.154       -0.380
2021 09 15 11 48 08    56077    97993.154       -0.380
2021 09 15 11 48 09    56078    97996.149       -0.380
2021 09 15 11 48 10    56080    98002.139       -0.382
2021 09 15 11 48 11    56082    98008.129       -0.383
2021 09 15 11 48 12    56083    98011.124       -0.384
2021 09 15 11 48 13    56082    98008.129       -0.383
2021 09 15 11 48 14    56082    98008.129       -0.383
2021 09 15 11 48 15    56082    98008.129       -0.383
2021 09 15 11 48 16    56082    98008.129       -0.383
2021 09 15 11 48 17    56082    98008.129       -0.383
2021 09 15 11 48 18    56084    98014.119       -0.384
2021 09 15 11 48 19    56087    98023.106       -0.386
2021 09 15 11 48 20    56089    98029.098       -0.387
2021 09 15 11 48 21    56090    98032.093       -0.388
2021 09 15 11 48 22    56090    98032.093       -0.388
2021 09 15 11 48 23    56090    98032.093       -0.388
2021 09 15 11 48 24    56089    98029.098       -0.387
2021 09 15 11 48 25    56089    98029.098       -0.387
2021 09 15 11 48 26    56089    98029.098       -0.387
2021 09 15 11 48 27    56089    98029.098       -0.387
2021 09 15 11 48 28    56088    98026.102       -0.387
2021 09 15 11 48 29    56088    98026.102       -0.387
2021 09 15 11 48 30    56089    98029.098       -0.387
2021 09 15 11 48 31    56091    98035.089       -0.388
2021 09 15 11 48 32    56091    98035.089       -0.388
2021 09 15 11 48 33    56092    98038.086       -0.389
2021 09 15 11 48 34    56091    98035.089       -0.388
2021 09 15 11 48 35    56091    98035.089       -0.388
2021 09 15 11 48 36    56091    98035.089       -0.388
2021 09 15 11 48 37    56089    98029.098       -0.387
2021 09 15 11 48 38    56090    98032.093       -0.388
2021 09 15 11 48 39    56090    98032.093       -0.388
2021 09 15 11 48 40    56088    98026.102       -0.387
2021 09 15 11 48 41    56086    98020.110       -0.385
2021 09 15 11 48 42    56084    98014.119       -0.384
2021 09 15 11 48 43    56083    98011.124       -0.384
2021 09 15 11 48 44    56082    98008.129       -0.383
2021 09 15 11 48 45    56082    98008.129       -0.383
2021 09 15 11 48 46    56082    98008.129       -0.383
2021 09 15 11 48 47    56084    98014.119       -0.384
2021 09 15 11 48 48    56085    98017.115       -0.385
2021 09 15 11 48 49    56085    98017.115       -0.385
2021 09 15 11 48 50    56087    98023.106       -0.386
2021 09 15 11 48 51    56087    98023.106       -0.386
2021 09 15 11 48 52    56088    98026.102       -0.387
2021 09 15 11 48 53    56090    98032.093       -0.388
2021 09 15 11 48 54    56090    98032.093       -0.388
2021 09 15 11 48 55    56090    98032.093       -0.388
2021 09 15 11 48 56    56090    98032.093       -0.388
2021 09 15 11 48 57    56090    98032.093       -0.388
2021 09 15 11 48 58    56089    98029.098       -0.387
2021 09 15 11 48 59    56088    98026.102       -0.387
2021 09 15 11 49 00    56088    98026.102       -0.387
2021 09 15 11 49 01    56088    98026.102       -0.387
2021 09 15 11 49 02    56088    98026.102       -0.387
2021 09 15 11 49 03    56088    98026.102       -0.387
2021 09 15 11 49 04    56089    98029.098       -0.387
2021 09 15 11 49 05    56088    98026.102       -0.387
2021 09 15 11 49 06    56090    98032.093       -0.388
2021 09 15 11 49 07    56092    98038.086       -0.389
2021 09 15 11 49 08    56093    98041.082       -0.390
2021 09 15 11 49 09    56094    98044.078       -0.390
2021 09 15 11 49 10    56097    98053.067       -0.392
2021 09 15 11 49 11    56098    98056.064       -0.393
2021 09 15 11 49 12    56099    98059.061       -0.393
2021 09 15 11 49 13    56100    98062.058       -0.394
2021 09 15 11 49 14    56100    98062.058       -0.394
2021 09 15 11 49 15    56102    98068.052       -0.395
2021 09 15 11 49 16    56102    98068.052       -0.395
2021 09 15 11 49 17    56102    98068.052       -0.395
2021 09 15 11 49 18    56103    98071.049       -0.396
2021 09 15 11 49 19    56104    98074.046       -0.396
2021 09 15 11 49 20    56103    98071.049       -0.396
2021 09 15 11 49 21    56103    98071.049       -0.396
2021 09 15 11 49 22    56104    98074.046       -0.396
2021 09 15 11 49 23    56105    98077.043       -0.397
2021 09 15 11 49 24    56105    98077.043       -0.397
2021 09 15 11 49 25    56106    98080.041       -0.398
2021 09 15 11 49 26    56105    98077.043       -0.397
2021 09 15 11 49 27    56107    98083.038       -0.398
2021 09 15 11 49 28    56107    98083.038       -0.398
2021 09 15 11 49 29    56107    98083.038       -0.398
2021 09 15 11 49 30    56106    98080.041       -0.398
2021 09 15 11 49 31    56107    98083.038       -0.398
2021 09 15 11 49 32    56108    98086.036       -0.399
2021 09 15 11 49 33    56109    98089.034       -0.399
2021 09 15 11 49 34    56110    98092.031       -0.400
2021 09 15 11 49 35    56109    98089.034       -0.399
2021 09 15 11 49 36    56107    98083.038       -0.398
2021 09 15 11 49 37    56108    98086.036       -0.399
2021 09 15 11 49 38    56109    98089.034       -0.399
2021 09 15 11 49 39    56109    98089.034       -0.399
2021 09 15 11 49 40    56110    98092.031       -0.400
2021 09 15 11 49 41    56111    98095.029       -0.401
2021 09 15 11 49 42    56111    98095.029       -0.401
2021 09 15 11 49 43    56110    98092.031       -0.400
2021 09 15 11 49 44    56110    98092.031       -0.400
2021 09 15 11 49 45    56108    98086.036       -0.399
2021 09 15 11 49 46    56109    98089.034       -0.399
2021 09 15 11 49 47    56108    98086.036       -0.399
2021 09 15 11 49 48    56108    98086.036       -0.399
2021 09 15 11 49 49    56106    98080.041       -0.398
2021 09 15 11 49 50    56105    98077.043       -0.397
2021 09 15 11 49 51    56105    98077.043       -0.397
2021 09 15 11 49 52    56105    98077.043       -0.397
2021 09 15 11 49 53    56106    98080.041       -0.398
2021 09 15 11 49 54    56106    98080.041       -0.398
2021 09 15 11 49 55    56106    98080.041       -0.398
2021 09 15 11 49 56    56106    98080.041       -0.398
2021 09 15 11 49 57    56108    98086.036       -0.399
2021 09 15 11 49 58    56108    98086.036       -0.399
2021 09 15 11 49 59    56109    98089.034       -0.399
2021 09 15 11 50 00    56109    98089.034       -0.399
2021 09 15 11 50 01    56109    98089.034       -0.399
2021 09 15 11 50 02    56109    98089.034       -0.399
2021 09 15 11 50 03    56107    98083.038       -0.398
2021 09 15 11 50 04    56106    98080.041       -0.398
2021 09 15 11 50 05    56106    98080.041       -0.398
2021 09 15 11 50 06    56105    98077.043       -0.397
2021 09 15 11 50 07    56105    98077.043       -0.397
2021 09 15 11 50 08    56105    98077.043       -0.397
2021 09 15 11 50 09    56103    98071.049       -0.396
2021 09 15 11 50 10    56103    98071.049       -0.396
2021 09 15 11 50 11    56103    98071.049       -0.396
2021 09 15 11 50 12    56103    98071.049       -0.396
2021 09 15 11 50 13    56104    98074.046       -0.396
2021 09 15 11 50 14    56106    98080.041       -0.398
2021 09 15 11 50 15    56109    98089.034       -0.399
2021 09 15 11 50 16    56111    98095.029       -0.401
2021 09 15 11 50 17    56112    98098.027       -0.401
2021 09 15 11 50 18    56112    98098.027       -0.401
2021 09 15 11 50 19    56112    98098.027       -0.401
2021 09 15 11 50 20    56112    98098.027       -0.401
2021 09 15 11 50 21    56111    98095.029       -0.401
2021 09 15 11 50 22    56112    98098.027       -0.401
2021 09 15 11 50 23    56111    98095.029       -0.401
2021 09 15 11 50 24    56112    98098.027       -0.401
2021 09 15 11 50 25    56111    98095.029       -0.401
2021 09 15 11 50 26    56110    98092.031       -0.400
2021 09 15 11 50 27    56111    98095.029       -0.401
2021 09 15 11 50 28    56111    98095.029       -0.401
2021 09 15 11 50 29    56111    98095.029       -0.401
2021 09 15 11 50 30    56112    98098.027       -0.401
2021 09 15 11 50 31    56111    98095.029       -0.401
2021 09 15 11 50 32    56111    98095.029       -0.401
2021 09 15 11 50 33    56112    98098.027       -0.401
2021 09 15 11 50 34    56113    98101.025       -0.402
2021 09 15 11 50 35    56113    98101.025       -0.402
2021 09 15 11 50 36    56113    98101.025       -0.402
2021 09 15 11 50 37    56112    98098.027       -0.401
2021 09 15 11 50 38    56112    98098.027       -0.401
2021 09 15 11 50 39    56112    98098.027       -0.401
2021 09 15 11 50 40    56111    98095.029       -0.401
2021 09 15 11 50 41    56112    98098.027       -0.401
2021 09 15 11 50 42    56112    98098.027       -0.401
2021 09 15 11 50 43    56110    98092.031       -0.400
2021 09 15 11 50 44    56110    98092.031       -0.400
2021 09 15 11 50 45    56110    98092.031       -0.400
2021 09 15 11 50 46    56112    98098.027       -0.401
2021 09 15 11 50 47    56111    98095.029       -0.401
2021 09 15 11 50 48    56111    98095.029       -0.401
2021 09 15 11 50 49    56111    98095.029       -0.401
2021 09 15 11 50 50    56112    98098.027       -0.401
2021 09 15 11 50 51    56112    98098.027       -0.401
2021 09 15 11 50 52    56112    98098.027       -0.401
2021 09 15 11 50 53    56114    98104.023       -0.403
2021 09 15 11 50 54    56113    98101.025       -0.402
2021 09 15 11 50 55    56113    98101.025       -0.402
2021 09 15 11 50 56    56116    98110.020       -0.404
2021 09 15 11 50 57    56117    98113.019       -0.404
2021 09 15 11 50 58    56119    98119.016       -0.406
2021 09 15 11 50 59    56120    98122.015       -0.406
2021 09 15 11 51 00    56122    98128.012       -0.407
2021 09 15 11 51 01    56123    98131.011       -0.408
2021 09 15 11 51 02    56123    98131.011       -0.408
2021 09 15 11 51 03    56124    98134.011       -0.409
2021 09 15 11 51 04    56124    98134.011       -0.409
2021 09 15 11 51 05    56125    98137.010       -0.409
2021 09 15 11 51 06    56126    98140.009       -0.410
2021 09 15 11 51 07    56127    98143.008       -0.410
2021 09 15 11 51 08    56128    98146.008       -0.411
2021 09 15 11 51 09    56129    98149.008       -0.412
2021 09 15 11 51 10    56129    98149.008       -0.412
2021 09 15 11 51 11    56129    98149.008       -0.412
2021 09 15 11 51 12    56130    98152.007       -0.412
2021 09 15 11 51 13    56130    98152.007       -0.412
2021 09 15 11 51 14    56130    98152.007       -0.412
2021 09 15 11 51 15    56130    98152.007       -0.412
2021 09 15 11 51 16    56130    98152.007       -0.412
2021 09 15 11 51 17    56130    98152.007       -0.412
2021 09 15 11 51 18    56131    98155.007       -0.413
2021 09 15 11 51 19    56131    98155.007       -0.413
2021 09 15 11 51 20    56132    98158.007       -0.414
2021 09 15 11 51 21    56132    98158.007       -0.414
2021 09 15 11 51 22    56132    98158.007       -0.414
2021 09 15 11 51 23    56131    98155.007       -0.413
2021 09 15 11 51 24    56130    98152.007       -0.412
2021 09 15 11 51 25    56130    98152.007       -0.412
2021 09 15 11 51 26    56129    98149.008       -0.412
2021 09 15 11 51 27    56129    98149.008       -0.412
2021 09 15 11 51 28    56129    98149.008       -0.412
2021 09 15 11 51 29    56129    98149.008       -0.412
2021 09 15 11 51 30    56129    98149.008       -0.412
2021 09 15 11 51 31    56129    98149.008       -0.412
2021 09 15 11 51 32    56130    98152.007       -0.412
2021 09 15 11 51 33    56132    98158.007       -0.414
2021 09 15 11 51 34    56133    98161.007       -0.414
2021 09 15 11 51 35    56133    98161.007       -0.414
2021 09 15 11 51 36    56134    98164.007       -0.415
2021 09 15 11 51 37    56134    98164.007       -0.415
2021 09 15 11 51 38    56134    98164.007       -0.415
2021 09 15 11 51 39    56133    98161.007       -0.414
2021 09 15 11 51 40    56132    98158.007       -0.414
2021 09 15 11 51 41    56132    98158.007       -0.414
2021 09 15 11 51 42    56131    98155.007       -0.413
2021 09 15 11 51 43    56131    98155.007       -0.413
2021 09 15 11 51 44    56131    98155.007       -0.413
2021 09 15 11 51 45    56132    98158.007       -0.414
2021 09 15 11 51 46    56133    98161.007       -0.414
2021 09 15 11 51 47    56134    98164.007       -0.415
2021 09 15 11 51 48    56134    98164.007       -0.415
2021 09 15 11 51 49    56133    98161.007       -0.414
2021 09 15 11 51 50    56131    98155.007       -0.413
2021 09 15 11 51 51    56131    98155.007       -0.413
2021 09 15 11 51 52    56132    98158.007       -0.414
2021 09 15 11 51 53    56133    98161.007       -0.414
2021 09 15 11 51 54    56134    98164.007       -0.415
2021 09 15 11 51 55    56134    98164.007       -0.415
2021 09 15 11 51 56    56134    98164.007       -0.415
2021 09 15 11 51 57    56136    98170.007       -0.416
2021 09 15 11 51 58    56136    98170.007       -0.416
2021 09 15 11 51 59    56137    98173.008       -0.417
2021 09 15 11 52 00    56137    98173.008       -0.417
2021 09 15 11 52 01    56138    98176.008       -0.417
2021 09 15 11 52 02    56138    98176.008       -0.417
2021 09 15 11 52 03    56137    98173.008       -0.417
2021 09 15 11 52 04    56138    98176.008       -0.417
2021 09 15 11 52 05    56138    98176.008       -0.417
2021 09 15 11 52 06    56138    98176.008       -0.417
2021 09 15 11 52 07    56140    98182.010       -0.418
2021 09 15 11 52 08    56140    98182.010       -0.418
2021 09 15 11 52 09    56139    98179.009       -0.418
2021 09 15 11 52 10    56139    98179.009       -0.418
2021 09 15 11 52 11    56139    98179.009       -0.418
2021 09 15 11 52 12    56140    98182.010       -0.418
2021 09 15 11 52 13    56140    98182.010       -0.418
2021 09 15 11 52 14    56140    98182.010       -0.418
2021 09 15 11 52 15    56140    98182.010       -0.418
2021 09 15 11 52 16    56141    98185.010       -0.419
2021 09 15 11 52 17    56141    98185.010       -0.419
2021 09 15 11 52 18    56140    98182.010       -0.418
2021 09 15 11 52 19    56140    98182.010       -0.418
2021 09 15 11 52 20    56141    98185.010       -0.419
2021 09 15 11 52 21    56141    98185.010       -0.419
2021 09 15 11 52 22    56141    98185.010       -0.419
2021 09 15 11 52 23    56143    98191.012       -0.420
2021 09 15 11 52 24    56141    98185.010       -0.419
2021 09 15 11 52 25    56141    98185.010       -0.419
2021 09 15 11 52 26    56141    98185.010       -0.419
2021 09 15 11 52 27    56141    98185.010       -0.419
2021 09 15 11 52 28    56142    98188.011       -0.420
2021 09 15 11 52 29    56141    98185.010       -0.419
2021 09 15 11 52 30    56141    98185.010       -0.419
2021 09 15 11 52 31    56141    98185.010       -0.419
2021 09 15 11 52 32    56141    98185.010       -0.419
2021 09 15 11 52 33    56141    98185.010       -0.419
2021 09 15 11 52 34    56141    98185.010       -0.419
2021 09 15 11 52 35    56143    98191.012       -0.420
2021 09 15 11 52 36    56142    98188.011       -0.420
2021 09 15 11 52 37    56143    98191.012       -0.420
2021 09 15 11 52 38    56144    98194.013       -0.421
2021 09 15 11 52 39    56146    98200.015       -0.422
2021 09 15 11 52 40    56146    98200.015       -0.422
2021 09 15 11 52 41    56147    98203.017       -0.423
2021 09 15 11 52 42    56148    98206.018       -0.423
2021 09 15 11 52 43    56149    98209.020       -0.424
2021 09 15 11 52 44    56149    98209.020       -0.424
2021 09 15 11 52 45    56149    98209.020       -0.424
2021 09 15 11 52 46    56150    98212.021       -0.425
2021 09 15 11 52 47    56149    98209.020       -0.424
2021 09 15 11 52 48    56149    98209.020       -0.424
2021 09 15 11 52 49    56150    98212.021       -0.425
2021 09 15 11 52 50    56151    98215.023       -0.425
2021 09 15 11 52 51    56152    98218.025       -0.426
2021 09 15 11 52 52    56154    98224.029       -0.427
2021 09 15 11 52 53    56154    98224.029       -0.427
2021 09 15 11 52 54    56153    98221.027       -0.426
2021 09 15 11 52 55    56153    98221.027       -0.426
2021 09 15 11 52 56    56152    98218.025       -0.426
2021 09 15 11 52 57    56151    98215.023       -0.425
2021 09 15 11 52 58    56150    98212.021       -0.425
2021 09 15 11 52 59    56148    98206.018       -0.423
2021 09 15 11 53 00    56147    98203.017       -0.423
2021 09 15 11 53 01    56147    98203.017       -0.423
2021 09 15 11 53 02    56146    98200.015       -0.422
2021 09 15 11 53 03    56146    98200.015       -0.422
2021 09 15 11 53 04    56147    98203.017       -0.423
2021 09 15 11 53 05    56149    98209.020       -0.424
2021 09 15 11 53 06    56149    98209.020       -0.424
2021 09 15 11 53 07    56150    98212.021       -0.425
2021 09 15 11 53 08    56151    98215.023       -0.425
2021 09 15 11 53 09    56151    98215.023       -0.425
2021 09 15 11 53 10    56152    98218.025       -0.426
2021 09 15 11 53 11    56152    98218.025       -0.426
2021 09 15 11 53 12    56152    98218.025       -0.426
2021 09 15 11 53 13    56152    98218.025       -0.426
2021 09 15 11 53 14    56151    98215.023       -0.425
2021 09 15 11 53 15    56152    98218.025       -0.426
2021 09 15 11 53 16    56153    98221.027       -0.426
2021 09 15 11 53 17    56154    98224.029       -0.427
2021 09 15 11 53 18    56155    98227.031       -0.428
2021 09 15 11 53 19    56155    98227.031       -0.428
2021 09 15 11 53 20    56156    98230.033       -0.428
2021 09 15 11 53 21    56156    98230.033       -0.428
2021 09 15 11 53 22    56156    98230.033       -0.428
2021 09 15 11 53 23    56156    98230.033       -0.428
2021 09 15 11 53 24    56156    98230.033       -0.428
2021 09 15 11 53 25    56157    98233.035       -0.429
2021 09 15 11 53 26    56157    98233.035       -0.429
2021 09 15 11 53 27    56157    98233.035       -0.429
2021 09 15 11 53 28    56157    98233.035       -0.429
2021 09 15 11 53 29    56157    98233.035       -0.429
2021 09 15 11 53 30    56157    98233.035       -0.429
2021 09 15 11 53 31    56157    98233.035       -0.429
2021 09 15 11 53 32    56157    98233.035       -0.429
2021 09 15 11 53 33    56157    98233.035       -0.429
2021 09 15 11 53 34    56156    98230.033       -0.428
2021 09 15 11 53 35    56157    98233.035       -0.429
2021 09 15 11 53 36    56156    98230.033       -0.428
2021 09 15 11 53 37    56156    98230.033       -0.428
2021 09 15 11 53 38    56154    98224.029       -0.427
2021 09 15 11 53 39    56154    98224.029       -0.427
2021 09 15 11 53 40    56153    98221.027       -0.426
2021 09 15 11 53 41    56152    98218.025       -0.426
2021 09 15 11 53 42    56152    98218.025       -0.426
2021 09 15 11 53 43    56151    98215.023       -0.425
2021 09 15 11 53 44    56151    98215.023       -0.425
2021 09 15 11 53 45    56150    98212.021       -0.425
2021 09 15 11 53 46    56151    98215.023       -0.425
2021 09 15 11 53 47    56150    98212.021       -0.425
2021 09 15 11 53 48    56150    98212.021       -0.425
2021 09 15 11 53 49    56151    98215.023       -0.425
2021 09 15 11 53 50    56152    98218.025       -0.426
2021 09 15 11 53 51    56151    98215.023       -0.425
2021 09 15 11 53 52    56151    98215.023       -0.425
2021 09 15 11 53 53    56151    98215.023       -0.425
2021 09 15 11 53 54    56151    98215.023       -0.425
2021 09 15 11 53 55    56152    98218.025       -0.426
2021 09 15 11 53 56    56153    98221.027       -0.426
2021 09 15 11 53 57    56154    98224.029       -0.427
2021 09 15 11 53 58    56153    98221.027       -0.426
2021 09 15 11 53 59    56152    98218.025       -0.426
2021 09 15 11 54 00    56151    98215.023       -0.425
2021 09 15 11 54 01    56150    98212.021       -0.425
2021 09 15 11 54 02    56150    98212.021       -0.425
2021 09 15 11 54 03    56149    98209.020       -0.424
