######################################################################
#
# LoggerIdentifier    : 1858035C
# Comment             : 
# PC Time             : 15 September 2021 , 12:40:58
# Logger Time         : 15 September 2021 , 12:40:58
# StartBatteryVoltage :      2970 mV
# EndBatteryVoltage   :      2902 mV
# TotalSampleCount    :    456793
# ResistanceOffset    :     11905.14456
# ResistanceScale     :     90939.70156
# TemperatureOffset   :         0.0009057505
# TemperatureLinear   :         0.0002256978
# TemperatureCubic    :         0.0000001097
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2021 09 15 12 17 23    53214    89791.493        1.380
2021 09 15 12 17 24    53150    89616.281        1.419
2021 09 15 12 17 25    53082    89430.489        1.461
2021 09 15 12 17 26    53012    89239.633        1.504
2021 09 15 12 17 27    52941    89046.461        1.548
2021 09 15 12 17 28    52865    88840.145        1.595
2021 09 15 12 17 29    52787    88628.891        1.644
2021 09 15 12 17 30    52705    88407.337        1.694
2021 09 15 12 17 31    52620    88178.255        1.747
2021 09 15 12 17 32    52532    87941.703        1.801
2021 09 15 12 17 33    52446    87711.130        1.855
2021 09 15 12 17 34    52356    87470.468        1.910
2021 09 15 12 17 35    52262    87219.801        1.969
2021 09 15 12 17 36    52167    86967.183        2.028
2021 09 15 12 17 37    52067    86702.041        2.090
2021 09 15 12 17 38    51963    86427.131        2.154
2021 09 15 12 17 39    51861    86158.333        2.218
2021 09 15 12 17 40    51760    85892.972        2.280
2021 09 15 12 17 41    51657    85623.174        2.344
2021 09 15 12 17 42    51552    85348.983        2.410
2021 09 15 12 17 43    51448    85078.242        2.474
2021 09 15 12 17 44    51340    84797.966        2.542
2021 09 15 12 17 45    51231    84515.999        2.609
2021 09 15 12 17 46    51118    84224.638        2.680
2021 09 15 12 17 47    51003    83929.111        2.751
2021 09 15 12 17 48    50889    83637.138        2.823
2021 09 15 12 17 49    50777    83351.234        2.892
2021 09 15 12 17 50    50663    83061.186        2.964
2021 09 15 12 17 51    50551    82777.164        3.034
2021 09 15 12 17 52    50441    82499.115        3.102
2021 09 15 12 17 53    50327    82211.894        3.174
2021 09 15 12 17 54    50216    81933.143        3.243
2021 09 15 12 17 55    50108    81662.786        3.311
2021 09 15 12 17 56    49998    81388.290        3.380
2021 09 15 12 17 57    49888    81114.666        3.449
2021 09 15 12 17 58    49779    80844.386        3.517
2021 09 15 12 17 59    49667    80567.549        3.587
2021 09 15 12 18 00    49557    80296.523        3.656
2021 09 15 12 18 01    49453    80041.067        3.722
2021 09 15 12 18 02    49347    79781.482        3.789
2021 09 15 12 18 03    49244    79529.997        3.853
2021 09 15 12 18 04    49145    79288.976        3.916
2021 09 15 12 18 05    49047    79051.060        3.977
2021 09 15 12 18 06    48948    78811.390        4.040
2021 09 15 12 18 07    48853    78582.039        4.100
2021 09 15 12 18 08    48760    78358.115        4.158
2021 09 15 12 18 09    48665    78129.986        4.218
2021 09 15 12 18 10    48572    77907.255        4.277
2021 09 15 12 18 11    48481    77689.880        4.335
2021 09 15 12 18 12    48389    77470.686        4.393
2021 09 15 12 18 13    48299    77256.807        4.450
2021 09 15 12 18 14    48208    77041.103        4.507
2021 09 15 12 18 15    48116    76823.590        4.566
2021 09 15 12 18 16    48023    76604.285        4.625
2021 09 15 12 18 17    47934    76394.949        4.681
2021 09 15 12 18 18    47843    76181.448        4.739
2021 09 15 12 18 19    47753    75970.829        4.796
2021 09 15 12 18 20    47668    75772.398        4.850
2021 09 15 12 18 21    47586    75581.417        4.902
2021 09 15 12 18 22    47504    75390.873        4.954
2021 09 15 12 18 23    47425    75207.713        5.005
2021 09 15 12 18 24    47343    75018.022        5.057
2021 09 15 12 18 25    47261    74828.765        5.109
2021 09 15 12 18 26    47183    74649.140        5.159
2021 09 15 12 18 27    47103    74465.313        5.210
2021 09 15 12 18 28    47023    74281.893        5.261
2021 09 15 12 18 29    46946    74105.736        5.310
2021 09 15 12 18 30    46872    73936.795        5.357
2021 09 15 12 18 31    46795    73761.373        5.406
2021 09 15 12 18 32    46716    73581.781        5.457
2021 09 15 12 18 33    46627    73379.925        5.514
2021 09 15 12 18 34    46536    73174.044        5.572
2021 09 15 12 18 35    46452    72984.458        5.626
2021 09 15 12 18 36    46367    72793.060        5.680
2021 09 15 12 18 37    46282    72602.108        5.735
2021 09 15 12 18 38    46204    72427.274        5.785
2021 09 15 12 18 39    46125    72250.578        5.836
2021 09 15 12 18 40    46044    72069.806        5.888
2021 09 15 12 18 41    45965    71893.882        5.939
2021 09 15 12 18 42    45892    71731.657        5.986
2021 09 15 12 18 43    45822    71576.402        6.031
2021 09 15 12 18 44    45758    71434.714        6.072
2021 09 15 12 18 45    45699    71304.314        6.110
2021 09 15 12 18 46    45647    71189.558        6.143
2021 09 15 12 18 47    45599    71083.774        6.174
2021 09 15 12 18 48    45556    70989.126        6.202
2021 09 15 12 18 49    45513    70894.589        6.230
2021 09 15 12 18 50    45464    70786.995        6.261
2021 09 15 12 18 51    45416    70681.736        6.292
2021 09 15 12 18 52    45370    70580.990        6.322
2021 09 15 12 18 53    45326    70484.743        6.351
2021 09 15 12 18 54    45286    70397.344        6.376
2021 09 15 12 18 55    45247    70312.222        6.402
2021 09 15 12 18 56    45211    70233.727        6.425
2021 09 15 12 18 57    45177    70159.663        6.447
2021 09 15 12 18 58    45141    70081.317        6.470
2021 09 15 12 18 59    45104    70000.874        6.494
2021 09 15 12 19 00    45069    69924.853        6.517
2021 09 15 12 19 01    45032    69844.566        6.541
2021 09 15 12 19 02    44997    69768.692        6.563
2021 09 15 12 19 03    44963    69695.055        6.585
2021 09 15 12 19 04    44929    69621.485        6.607
2021 09 15 12 19 05    44890    69537.180        6.633
2021 09 15 12 19 06    44851    69452.962        6.658
2021 09 15 12 19 07    44812    69368.833        6.683
2021 09 15 12 19 08    44773    69284.792        6.709
2021 09 15 12 19 09    44735    69202.991        6.733
2021 09 15 12 19 10    44699    69125.572        6.757
2021 09 15 12 19 11    44663    69048.228        6.780
2021 09 15 12 19 12    44625    68966.669        6.805
2021 09 15 12 19 13    44586    68883.049        6.830
2021 09 15 12 19 14    44544    68793.095        6.857
2021 09 15 12 19 15    44500    68698.965        6.886
2021 09 15 12 19 16    44458    68609.218        6.913
2021 09 15 12 19 17    44417    68521.705        6.940
2021 09 15 12 19 18    44378    68438.550        6.965
2021 09 15 12 19 19    44341    68359.739        6.990
2021 09 15 12 19 20    44306    68285.260        7.012
2021 09 15 12 19 21    44269    68206.601        7.036
2021 09 15 12 19 22    44232    68128.020        7.061
2021 09 15 12 19 23    44195    68049.516        7.085
2021 09 15 12 19 24    44154    67962.615        7.111
2021 09 15 12 19 25    44112    67873.694        7.139
2021 09 15 12 19 26    44071    67786.986        7.166
2021 09 15 12 19 27    44028    67696.149        7.194
2021 09 15 12 19 28    43982    67599.090        7.224
2021 09 15 12 19 29    43937    67504.257        7.253
2021 09 15 12 19 30    43892    67409.536        7.282
2021 09 15 12 19 31    43847    67314.929        7.312
2021 09 15 12 19 32    43807    67230.928        7.338
2021 09 15 12 19 33    43763    67138.631        7.367
2021 09 15 12 19 34    43722    67052.723        7.394
2021 09 15 12 19 35    43682    66969.000        7.420
2021 09 15 12 19 36    43641    66883.277        7.447
2021 09 15 12 19 37    43597    66791.384        7.476
2021 09 15 12 19 38    43553    66699.599        7.504
2021 09 15 12 19 39    43508    66605.838        7.534
2021 09 15 12 19 40    43457    66499.710        7.567
2021 09 15 12 19 41    43403    66387.495        7.603
2021 09 15 12 19 42    43343    66262.999        7.642
2021 09 15 12 19 43    43273    66118.002        7.688
2021 09 15 12 19 44    43199    65965.011        7.737
2021 09 15 12 19 45    43124    65810.256        7.786
2021 09 15 12 19 46    43046    65649.634        7.838
2021 09 15 12 19 47    42967    65487.289        7.890
2021 09 15 12 19 48    42887    65323.231        7.942
2021 09 15 12 19 49    42802    65149.296        7.998
2021 09 15 12 19 50    42715    64971.669        8.056
2021 09 15 12 19 51    42627    64792.411        8.114
2021 09 15 12 19 52    42533    64601.385        8.176
2021 09 15 12 19 53    42436    64404.754        8.240
2021 09 15 12 19 54    42342    64214.678        8.303
2021 09 15 12 19 55    42242    64012.979        8.369
2021 09 15 12 19 56    42139    63805.777        8.437
2021 09 15 12 19 57    42035    63597.125        8.506
2021 09 15 12 19 58    41929    63385.038        8.577
2021 09 15 12 19 59    41817    63161.578        8.651
2021 09 15 12 20 00    41705    62938.765        8.726
2021 09 15 12 20 01    41590    62710.652        8.803
2021 09 15 12 20 02    41477    62487.165        8.878
2021 09 15 12 20 03    41364    62264.326        8.954
2021 09 15 12 20 04    41250    62040.171        9.030
2021 09 15 12 20 05    41131    61806.883        9.110
2021 09 15 12 20 06    41009    61568.451        9.192
2021 09 15 12 20 07    40887    61330.762        9.274
2021 09 15 12 20 08    40757    61078.301        9.361
2021 09 15 12 20 09    40622    60817.015        9.452
2021 09 15 12 20 10    40490    60562.402        9.541
2021 09 15 12 20 11    40355    60302.885        9.632
2021 09 15 12 20 12    40223    60049.993        9.721
2021 09 15 12 20 13    40089    59794.133        9.812
2021 09 15 12 20 14    39949    59527.741        9.907
2021 09 15 12 20 15    39806    59256.611       10.004
2021 09 15 12 20 16    39663    58986.456       10.102
2021 09 15 12 20 17    39516    58709.756       10.202
2021 09 15 12 20 18    39368    58432.203       10.303
2021 09 15 12 20 19    39227    58168.733       10.399
2021 09 15 12 20 20    39097    57926.641       10.488
2021 09 15 12 20 21    38974    57698.306       10.572
2021 09 15 12 20 22    38859    57485.455       10.651
2021 09 15 12 20 23    38756    57295.332       10.722
2021 09 15 12 20 24    38663    57124.085       10.786
2021 09 15 12 20 25    38581    56973.421       10.842
2021 09 15 12 20 26    38509    56841.384       10.892
2021 09 15 12 20 27    38448    56729.703       10.934
2021 09 15 12 20 28    38397    56636.460       10.969
2021 09 15 12 20 29    38362    56572.537       10.994
2021 09 15 12 20 30    38344    56539.685       11.006
2021 09 15 12 20 31    38322    56499.551       11.021
2021 09 15 12 20 32    38298    56455.794       11.038
2021 09 15 12 20 33    38276    56415.706       11.053
2021 09 15 12 20 34    38249    56366.537       11.072
2021 09 15 12 20 35    38220    56313.763       11.092
2021 09 15 12 20 36    38191    56261.026       11.112
2021 09 15 12 20 37    38162    56208.327       11.132
2021 09 15 12 20 38    38133    56155.666       11.152
2021 09 15 12 20 39    38105    56104.856       11.171
2021 09 15 12 20 40    38076    56052.269       11.191
2021 09 15 12 20 41    38045    55996.096       11.213
2021 09 15 12 20 42    38012    55936.347       11.236
2021 09 15 12 20 43    37981    55880.263       11.257
2021 09 15 12 20 44    37952    55827.837       11.277
2021 09 15 12 20 45    37927    55782.671       11.295
2021 09 15 12 20 46    37904    55741.143       11.311
2021 09 15 12 20 47    37881    55699.639       11.327
2021 09 15 12 20 48    37859    55659.962       11.342
2021 09 15 12 20 49    37838    55622.108       11.357
2021 09 15 12 20 50    37821    55591.478       11.368
2021 09 15 12 20 51    37803    55559.061       11.381
2021 09 15 12 20 52    37785    55526.658       11.393
2021 09 15 12 20 53    37771    55501.465       11.403
2021 09 15 12 20 54    37767    55494.269       11.406
2021 09 15 12 20 55    37766    55492.470       11.407
2021 09 15 12 20 56    37767    55494.269       11.406
2021 09 15 12 20 57    37770    55499.666       11.404
2021 09 15 12 20 58    37776    55510.462       11.400
2021 09 15 12 20 59    37786    55528.458       11.393
2021 09 15 12 21 00    37790    55535.657       11.390
2021 09 15 12 21 01    37789    55533.857       11.391
2021 09 15 12 21 02    37785    55526.658       11.393
2021 09 15 12 21 03    37776    55510.462       11.400
2021 09 15 12 21 04    37766    55492.470       11.407
2021 09 15 12 21 05    37762    55485.275       11.409
2021 09 15 12 21 06    37758    55478.080       11.412
2021 09 15 12 21 07    37758    55478.080       11.412
2021 09 15 12 21 08    37757    55476.282       11.413
2021 09 15 12 21 09    37751    55465.491       11.417
2021 09 15 12 21 10    37742    55449.309       11.423
2021 09 15 12 21 11    37732    55431.332       11.430
2021 09 15 12 21 12    37724    55416.954       11.436
2021 09 15 12 21 13    37721    55411.563       11.438
2021 09 15 12 21 14    37722    55413.360       11.437
2021 09 15 12 21 15    37729    55425.940       11.432
2021 09 15 12 21 16    37738    55442.118       11.426
2021 09 15 12 21 17    37748    55460.097       11.419
2021 09 15 12 21 18    37757    55476.282       11.413
2021 09 15 12 21 19    37759    55479.879       11.412
2021 09 15 12 21 20    37753    55469.088       11.416
2021 09 15 12 21 21    37746    55456.501       11.421
2021 09 15 12 21 22    37739    55443.915       11.425
2021 09 15 12 21 23    37735    55436.725       11.428
2021 09 15 12 21 24    37733    55433.130       11.430
2021 09 15 12 21 25    37734    55434.927       11.429
2021 09 15 12 21 26    37741    55447.511       11.424
2021 09 15 12 21 27    37753    55469.088       11.416
2021 09 15 12 21 28    37769    55497.867       11.405
2021 09 15 12 21 29    37785    55526.658       11.393
2021 09 15 12 21 30    37793    55541.057       11.388
2021 09 15 12 21 31    37791    55537.457       11.389
2021 09 15 12 21 32    37782    55521.259       11.396
2021 09 15 12 21 33    37772    55503.265       11.402
2021 09 15 12 21 34    37764    55488.873       11.408
2021 09 15 12 21 35    37762    55485.275       11.409
2021 09 15 12 21 36    37767    55494.269       11.406
2021 09 15 12 21 37    37776    55510.462       11.400
2021 09 15 12 21 38    37790    55535.657       11.390
2021 09 15 12 21 39    37807    55566.263       11.378
2021 09 15 12 21 40    37824    55596.882       11.366
2021 09 15 12 21 41    37843    55631.119       11.353
2021 09 15 12 21 42    37858    55658.159       11.343
2021 09 15 12 21 43    37861    55663.568       11.341
2021 09 15 12 21 44    37852    55647.341       11.347
2021 09 15 12 21 45    37842    55629.316       11.354
2021 09 15 12 21 46    37838    55622.108       11.357
2021 09 15 12 21 47    37843    55631.119       11.353
2021 09 15 12 21 48    37852    55647.341       11.347
2021 09 15 12 21 49    37862    55665.371       11.340
2021 09 15 12 21 50    37874    55687.012       11.332
2021 09 15 12 21 51    37887    55710.464       11.323
2021 09 15 12 21 52    37902    55737.533       11.312
2021 09 15 12 21 53    37914    55759.196       11.304
2021 09 15 12 21 54    37927    55782.671       11.295
2021 09 15 12 21 55    37935    55797.121       11.289
2021 09 15 12 21 56    37944    55813.381       11.283
2021 09 15 12 21 57    37954    55831.451       11.276
2021 09 15 12 21 58    37960    55842.295       11.272
2021 09 15 12 21 59    37961    55844.103       11.271
2021 09 15 12 22 00    37965    55851.334       11.268
2021 09 15 12 22 01    37970    55860.373       11.265
2021 09 15 12 22 02    37979    55876.646       11.259
2021 09 15 12 22 03    37988    55892.924       11.252
2021 09 15 12 22 04    38001    55916.442       11.243
2021 09 15 12 22 05    38013    55938.157       11.235
2021 09 15 12 22 06    38025    55959.879       11.227
2021 09 15 12 22 07    38031    55970.742       11.223
2021 09 15 12 22 08    38037    55981.607       11.218
2021 09 15 12 22 09    38044    55994.285       11.214
2021 09 15 12 22 10    38053    56010.588       11.207
2021 09 15 12 22 11    38064    56030.520       11.200
2021 09 15 12 22 12    38074    56048.643       11.193
2021 09 15 12 22 13    38086    56070.398       11.184
2021 09 15 12 22 14    38100    56095.787       11.175
2021 09 15 12 22 15    38117    56126.627       11.163
2021 09 15 12 22 16    38134    56157.481       11.151
2021 09 15 12 22 17    38144    56175.636       11.144
2021 09 15 12 22 18    38144    56175.636       11.144
2021 09 15 12 22 19    38140    56168.373       11.147
2021 09 15 12 22 20    38135    56159.296       11.151
2021 09 15 12 22 21    38132    56153.850       11.153
2021 09 15 12 22 22    38135    56159.296       11.151
2021 09 15 12 22 23    38139    56166.558       11.148
2021 09 15 12 22 24    38145    56177.452       11.144
2021 09 15 12 22 25    38153    56191.980       11.138
2021 09 15 12 22 26    38162    56208.327       11.132
2021 09 15 12 22 27    38171    56224.678       11.126
2021 09 15 12 22 28    38172    56226.495       11.125
2021 09 15 12 22 29    38163    56210.143       11.131
2021 09 15 12 22 30    38152    56190.164       11.139
2021 09 15 12 22 31    38143    56173.820       11.145
2021 09 15 12 22 32    38138    56164.742       11.148
2021 09 15 12 22 33    38138    56164.742       11.148
2021 09 15 12 22 34    38143    56173.820       11.145
2021 09 15 12 22 35    38151    56188.347       11.139
2021 09 15 12 22 36    38161    56206.510       11.133
2021 09 15 12 22 37    38172    56226.495       11.125
2021 09 15 12 22 38    38183    56246.484       11.117
2021 09 15 12 22 39    38196    56270.116       11.108
2021 09 15 12 22 40    38202    56281.025       11.104
2021 09 15 12 22 41    38195    56268.298       11.109
2021 09 15 12 22 42    38185    56250.120       11.116
2021 09 15 12 22 43    38170    56222.861       11.126
2021 09 15 12 22 44    38157    56199.245       11.135
2021 09 15 12 22 45    38150    56186.531       11.140
2021 09 15 12 22 46    38156    56197.428       11.136
2021 09 15 12 22 47    38174    56230.129       11.124
2021 09 15 12 22 48    38194    56266.480       11.110
2021 09 15 12 22 49    38216    56306.486       11.094
2021 09 15 12 22 50    38239    56348.335       11.079
2021 09 15 12 22 51    38264    56393.849       11.061
2021 09 15 12 22 52    38286    56433.925       11.046
2021 09 15 12 22 53    38303    56464.908       11.034
2021 09 15 12 22 54    38324    56503.199       11.020
2021 09 15 12 22 55    38347    56545.159       11.004
2021 09 15 12 22 56    38370    56587.143       10.988
2021 09 15 12 22 57    38393    56629.151       10.972
2021 09 15 12 22 58    38415    56669.355       10.957
2021 09 15 12 22 59    38436    56707.753       10.942
2021 09 15 12 23 00    38455    56742.510       10.929
2021 09 15 12 23 01    38475    56779.114       10.916
2021 09 15 12 23 02    38495    56815.737       10.902
2021 09 15 12 23 03    38517    56856.043       10.887
2021 09 15 12 23 04    38537    56892.704       10.873
2021 09 15 12 23 05    38558    56931.217       10.858
2021 09 15 12 23 06    38578    56967.915       10.845
2021 09 15 12 23 07    38598    57004.631       10.831
2021 09 15 12 23 08    38617    57039.529       10.818
2021 09 15 12 23 09    38637    57076.281       10.804
2021 09 15 12 23 10    38656    57111.212       10.791
2021 09 15 12 23 11    38675    57146.159       10.778
2021 09 15 12 23 12    38694    57181.124       10.765
2021 09 15 12 23 13    38713    57216.104       10.752
2021 09 15 12 23 14    38732    57251.101       10.739
2021 09 15 12 23 15    38750    57284.272       10.726
2021 09 15 12 23 16    38769    57319.301       10.713
2021 09 15 12 23 17    38787    57352.502       10.701
2021 09 15 12 23 18    38805    57385.718       10.688
2021 09 15 12 23 19    38823    57418.949       10.676
2021 09 15 12 23 20    38841    57452.195       10.664
2021 09 15 12 23 21    38859    57485.455       10.651
2021 09 15 12 23 22    38876    57516.882       10.640
2021 09 15 12 23 23    38891    57544.622       10.629
2021 09 15 12 23 24    38905    57570.522       10.620
2021 09 15 12 23 25    38919    57596.432       10.610
2021 09 15 12 23 26    38933    57622.350       10.600
2021 09 15 12 23 27    38947    57648.278       10.591
2021 09 15 12 23 28    38963    57677.920       10.580
2021 09 15 12 23 29    38978    57705.721       10.570
2021 09 15 12 23 30    38994    57735.386       10.559
2021 09 15 12 23 31    39009    57763.208       10.548
2021 09 15 12 23 32    39026    57794.752       10.537
2021 09 15 12 23 33    39043    57826.310       10.525
2021 09 15 12 23 34    39060    57857.881       10.513
2021 09 15 12 23 35    39078    57891.324       10.501
2021 09 15 12 23 36    39098    57928.500       10.487
2021 09 15 12 23 37    39119    57967.555       10.473
2021 09 15 12 23 38    39141    58008.492       10.458
2021 09 15 12 23 39    39163    58049.451       10.443
2021 09 15 12 23 40    39183    58086.706       10.429
2021 09 15 12 23 41    39200    58118.388       10.418
2021 09 15 12 23 42    39215    58146.353       10.407
2021 09 15 12 23 43    39230    58174.329       10.397
2021 09 15 12 23 44    39243    58198.584       10.388
2021 09 15 12 23 45    39257    58224.713       10.379
2021 09 15 12 23 46    39269    58247.116       10.370
2021 09 15 12 23 47    39283    58273.262       10.361
2021 09 15 12 23 48    39295    58295.680       10.353
2021 09 15 12 23 49    39308    58319.974       10.344
2021 09 15 12 23 50    39321    58344.276       10.335
2021 09 15 12 23 51    39334    58368.586       10.326
2021 09 15 12 23 52    39347    58392.904       10.317
2021 09 15 12 23 53    39360    58417.229       10.308
2021 09 15 12 23 54    39374    58443.435       10.299
2021 09 15 12 23 55    39388    58469.650       10.289
2021 09 15 12 23 56    39401    58494.000       10.280
2021 09 15 12 23 57    39414    58518.359       10.271
2021 09 15 12 23 58    39428    58544.600       10.262
2021 09 15 12 23 59    39441    58568.975       10.253
2021 09 15 12 24 00    39455    58595.234       10.243
2021 09 15 12 24 01    39468    58619.625       10.234
2021 09 15 12 24 02    39481    58644.025       10.226
2021 09 15 12 24 03    39494    58668.432       10.217
2021 09 15 12 24 04    39507    58692.848       10.208
2021 09 15 12 24 05    39520    58717.271       10.199
2021 09 15 12 24 06    39533    58741.703       10.190
2021 09 15 12 24 07    39545    58764.262       10.182
2021 09 15 12 24 08    39559    58790.589       10.172
2021 09 15 12 24 09    39571    58813.163       10.164
2021 09 15 12 24 10    39583    58835.744       10.156
2021 09 15 12 24 11    39595    58858.331       10.148
2021 09 15 12 24 12    39607    58880.926       10.140
2021 09 15 12 24 13    39620    58905.411       10.131
2021 09 15 12 24 14    39632    58928.019       10.123
2021 09 15 12 24 15    39645    58952.519       10.114
2021 09 15 12 24 16    39656    58973.256       10.106
2021 09 15 12 24 17    39669    58997.772       10.097
2021 09 15 12 24 18    39681    59020.408       10.089
2021 09 15 12 24 19    39693    59043.051       10.081
2021 09 15 12 24 20    39705    59065.701       10.073
2021 09 15 12 24 21    39716    59086.470       10.065
2021 09 15 12 24 22    39728    59109.133       10.057
2021 09 15 12 24 23    39740    59131.803       10.049
2021 09 15 12 24 24    39752    59154.480       10.041
2021 09 15 12 24 25    39763    59175.273       10.034
2021 09 15 12 24 26    39776    59199.854       10.025
2021 09 15 12 24 27    39788    59222.552       10.017
2021 09 15 12 24 28    39799    59243.364       10.009
2021 09 15 12 24 29    39812    59267.967       10.000
2021 09 15 12 24 30    39824    59290.685        9.992
2021 09 15 12 24 31    39827    59296.366        9.990
2021 09 15 12 24 32    39830    59302.047        9.988
2021 09 15 12 24 33    39843    59326.669        9.979
2021 09 15 12 24 34    39861    59360.776        9.967
2021 09 15 12 24 35    39878    59393.001        9.955
2021 09 15 12 24 36    39893    59421.447        9.945
2021 09 15 12 24 37    39909    59451.802        9.934
2021 09 15 12 24 38    39924    59480.270        9.924
2021 09 15 12 24 39    39937    59504.951        9.915
2021 09 15 12 24 40    39947    59523.942        9.909
2021 09 15 12 24 41    39953    59535.339        9.904
2021 09 15 12 24 42    39960    59548.637        9.900
2021 09 15 12 24 43    39969    59565.739        9.894
2021 09 15 12 24 44    39978    59582.845        9.887
2021 09 15 12 24 45    39989    59603.757        9.880
2021 09 15 12 24 46    40001    59626.576        9.872
2021 09 15 12 24 47    40014    59651.306        9.863
2021 09 15 12 24 48    40027    59676.043        9.854
2021 09 15 12 24 49    40040    59700.788        9.845
2021 09 15 12 24 50    40052    59723.637        9.837
2021 09 15 12 24 51    40064    59746.494        9.829
2021 09 15 12 24 52    40074    59765.546        9.822
2021 09 15 12 24 53    40086    59788.414        9.814
2021 09 15 12 24 54    40095    59805.571        9.808
2021 09 15 12 24 55    40104    59822.731        9.802
2021 09 15 12 24 56    40112    59837.987        9.797
2021 09 15 12 24 57    40120    59853.247        9.791
2021 09 15 12 24 58    40127    59866.602        9.786
2021 09 15 12 24 59    40136    59883.776        9.780
2021 09 15 12 25 00    40144    59899.045        9.775
2021 09 15 12 25 01    40153    59916.226        9.769
2021 09 15 12 25 02    40162    59933.412        9.763
2021 09 15 12 25 03    40170    59948.691        9.757
2021 09 15 12 25 04    40178    59963.973        9.752
2021 09 15 12 25 05    40186    59979.258        9.746
2021 09 15 12 25 06    40196    59998.369        9.740
2021 09 15 12 25 07    40203    60011.750        9.735
2021 09 15 12 25 08    40210    60025.133        9.730
2021 09 15 12 25 09    40218    60040.430        9.725
2021 09 15 12 25 10    40224    60051.906        9.721
2021 09 15 12 25 11    40231    60065.296        9.716
2021 09 15 12 25 12    40238    60078.688        9.711
2021 09 15 12 25 13    40246    60093.997        9.706
2021 09 15 12 25 14    40254    60109.308        9.700
2021 09 15 12 25 15    40262    60124.623        9.695
2021 09 15 12 25 16    40270    60139.941        9.690
2021 09 15 12 25 17    40278    60155.262        9.684
2021 09 15 12 25 18    40286    60170.586        9.679
2021 09 15 12 25 19    40295    60187.829        9.673
2021 09 15 12 25 20    40303    60203.160        9.667
2021 09 15 12 25 21    40311    60218.494        9.662
2021 09 15 12 25 22    40318    60231.913        9.657
2021 09 15 12 25 23    40325    60245.335        9.652
2021 09 15 12 25 24    40333    60260.677        9.647
2021 09 15 12 25 25    40339    60272.186        9.643
2021 09 15 12 25 26    40345    60283.697        9.639
2021 09 15 12 25 27    40353    60299.047        9.634
2021 09 15 12 25 28    40361    60314.400        9.628
2021 09 15 12 25 29    40369    60329.757        9.623
2021 09 15 12 25 30    40377    60345.116        9.617
2021 09 15 12 25 31    40383    60356.638        9.613
2021 09 15 12 25 32    40390    60370.082        9.609
2021 09 15 12 25 33    40395    60379.686        9.605
2021 09 15 12 25 34    40401    60391.213        9.601
2021 09 15 12 25 35    40406    60400.820        9.598
2021 09 15 12 25 36    40411    60410.429        9.594
2021 09 15 12 25 37    40416    60420.038        9.591
2021 09 15 12 25 38    40420    60427.727        9.588
2021 09 15 12 25 39    40425    60437.338        9.585
2021 09 15 12 25 40    40432    60450.797        9.580
2021 09 15 12 25 41    40439    60464.258        9.575
2021 09 15 12 25 42    40445    60475.798        9.571
2021 09 15 12 25 43    40453    60491.187        9.566
2021 09 15 12 25 44    40459    60502.731        9.562
2021 09 15 12 25 45    40466    60516.201        9.557
2021 09 15 12 25 46    40473    60529.673        9.552
2021 09 15 12 25 47    40481    60545.073        9.547
2021 09 15 12 25 48    40489    60560.477        9.542
2021 09 15 12 25 49    40497    60575.883        9.536
2021 09 15 12 25 50    40505    60591.293        9.531
2021 09 15 12 25 51    40512    60604.778        9.526
2021 09 15 12 25 52    40520    60620.194        9.521
2021 09 15 12 25 53    40527    60633.685        9.516
2021 09 15 12 25 54    40534    60647.178        9.511
2021 09 15 12 25 55    40540    60658.746        9.507
2021 09 15 12 25 56    40548    60674.172        9.502
2021 09 15 12 25 57    40556    60689.602        9.496
2021 09 15 12 25 58    40563    60703.105        9.492
2021 09 15 12 25 59    40570    60716.611        9.487
2021 09 15 12 26 00    40578    60732.049        9.482
2021 09 15 12 26 01    40584    60743.630        9.478
2021 09 15 12 26 02    40591    60757.143        9.473
2021 09 15 12 26 03    40598    60770.658        9.468
2021 09 15 12 26 04    40606    60786.107        9.463
2021 09 15 12 26 05    40612    60797.696        9.459
2021 09 15 12 26 06    40619    60811.219        9.454
2021 09 15 12 26 07    40626    60824.744        9.449
2021 09 15 12 26 08    40633    60838.272        9.445
2021 09 15 12 26 09    40638    60847.936        9.441
2021 09 15 12 26 10    40645    60861.467        9.437
2021 09 15 12 26 11    40653    60876.935        9.431
2021 09 15 12 26 12    40659    60888.538        9.427
2021 09 15 12 26 13    40666    60902.076        9.422
2021 09 15 12 26 14    40673    60915.618        9.418
2021 09 15 12 26 15    40680    60929.161        9.413
2021 09 15 12 26 16    40688    60944.643        9.408
2021 09 15 12 26 17    40694    60956.256        9.403
2021 09 15 12 26 18    40701    60969.807        9.399
2021 09 15 12 26 19    40708    60983.360        9.394
2021 09 15 12 26 20    40715    60996.916        9.389
2021 09 15 12 26 21    40722    61010.474        9.385
2021 09 15 12 26 22    40729    61024.035        9.380
2021 09 15 12 26 23    40736    61037.598        9.375
2021 09 15 12 26 24    40743    61051.163        9.371
2021 09 15 12 26 25    40750    61064.731        9.366
2021 09 15 12 26 26    40757    61078.301        9.361
2021 09 15 12 26 27    40765    61093.813        9.356
2021 09 15 12 26 28    40772    61107.389        9.351
2021 09 15 12 26 29    40779    61120.967        9.346
2021 09 15 12 26 30    40786    61134.547        9.342
2021 09 15 12 26 31    40793    61148.130        9.337
